Grupos Doencas,Doencas
Epilepsia,Qualifier Mesobasal da Localizacao Máxima anatomica hiperperfusão: Mesobasal
Epilepsia,Qualifier Posterior da Hipotese Localizacional Final (semiologia+EEG+MRI+SISCOM): Posterior
Epilepsia,Qualifier Posterior da Localizacao Máxima anatomica hiperperfusão: Anterior
Epilepsia,Semiologia Crise Injetada: Ocorreu Modificações
Epilepsia,Semiologia Modificada: Autmatismos
Epilepsia,Semiologia: Generalizadas
Epilepsia,Tipo da RNM Anormal: Alteração de Sinal
Epilepsia,Detalhamento da Aura Modificada: Face Unilateral
Epilepsia,Localização EEG (Ictal): Quadrante anterior
Epilepsia,Localização EEG (interictal): Frontal
Epilepsia,Detalhamento Aura: Déjà vecu
Epilepsia,Hipotese semiologica: Rolandico motor
Epilepsia,Localização EEG (interictal): Polar
Epilepsia,Detalhamento Aura: Tonturas
Epilepsia,Localização EEG (interictal): Opercular
Epilepsia,Detalhamento Aura: Descrição Textual
Epilepsia,Localização ECOG: Occipital
Epilepsia,Detalhamento da Aura Modificada: Tonturas
Epilepsia,Localização EEG (interictal): Central
Epilepsia,Localização EEG (Ictal): Occipital
Epilepsia,Localização EEG (Ictal): Hemisférico
Epilepsia,Localização EEG (Ictal): Fronto-temporal
Epilepsia,"Aura Modificada: Sensoriais (dormência, formigamento, calor, frio)"
Epilepsia,Aura: Viscerais
Epilepsia,Detalhamento Aura: Face Bilateral
Epilepsia,Detalhamento da Aura Modificada: Olfatorias
Epilepsia,ECOG Pós Ressecção: Imcompleta máximo
Epilepsia,Hipotese Localizacional Final (semiologia+EEG+MRI+SISCOM): Quadrante anterior
Epilepsia,Hipotese semiologica: Temporal-neocortical
Epilepsia,Lado  (Qualifier da semiologia): Direito
Epilepsia,Localização ECOG: Central
Epilepsia,Localização Máxima anatomica hiperperfusão: Parietal
Epilepsia,Máximo das descargas do ECOG: 2 Giros
Epilepsia,Modificações na Aura da Semiologia da Crise Injetada: Não
Epilepsia,Qualifier 3 da Hipotese Localizacional Final (semiologia+EEG+MRI+SISCOM): Direito 
Epilepsia,Qualifier 3 da Localizacao Conexão anatomica hiperperfusão: Esquerdo
Epilepsia,Qualifier 4 daLocalizacao Conexão anatomica hiperperfusão: Eloquente
Epilepsia,Qualifier Mesobasal da Hipotese Localizacional Final (semiologia+EEG+MRI+SISCOM): Lateral
Epilepsia,Qualifier Posterior da Localização ECOG: Posterior
Epilepsia,Semiologia Modificada: Motoras
Epilepsia,Sexo: Feminino
Epilepsia,Detalhamento Aura: Déjà vu
Epilepsia,Detalhamento Aura: Estranheza
Epilepsia,Localização da RNM Anormal: Occipital
Epilepsia,Localização EEG (interictal): Occipital
Epilepsia,Detalhamento Aura: Extremidades Unilateral
Epilepsia,Localização EEG (Ictal): Central
Epilepsia,Afasia pos-ictal (Qualifier da semiologia): Sim
Epilepsia,Aura Modificada: Cefálica
Epilepsia,Detalhamento Aura: Face Unilateral
Epilepsia,Detalhamento da Aura Modificada: Face Bilateral
Epilepsia,Extensão altRB do ECOG: Difusa
Epilepsia,Hipotese Localizacional Final (semiologia+EEG+MRI+SISCOM): Parietal
Epilepsia,Hipotese semiologica: Parietal
Epilepsia,Lado (Qualifier da Hipotese Semiológica): Esquerdo
Epilepsia,Lado (Qualifier da Localização EEG Ictal): Esquerdo
Epilepsia,Lado (Qualifier da Localização EEG interictal): Esquerdo
Epilepsia,Localização da RNM Anormal: Parietal
Epilepsia,Localização ECOG: Frontal
Epilepsia,Localização EEG (Ictal): Generalizado
Epilepsia,Localização EEG (interictal): Fronto-temporal
Epilepsia,Localização Máxima anatomica hiperperfusão: Frontal
Epilepsia,Máximo das descargas do ECOG: 1 Giro
Epilepsia,Qualifier 3 da Localizacao Máxima anatomica hiperperfusão: Direito
Epilepsia,Qualifier 4 da Localização da RNM Anormal: Não Eloquente
Epilepsia,Qualifier Anterior da Localização da RNM Anormal: Dado Não Relevante
Epilepsia,Qualifier Mesobasal da Localização ECOG: Mesobasal
Epilepsia,Qualifier Posterior da Localizacao Conexão anatomica hiperperfusão: Posterior
Epilepsia,RNM: Normal
Epilepsia,Semiologia Modificada: Outros
Epilepsia,Tipo da RNM Anormal: Dado Não Relevante
Epilepsia,Localização Conexão anatomica hiperperfusão: Occipital
Epilepsia,Detalhamento Aura: Flashback de Memória
Epilepsia,Detalhamento da Aura Modificada: Confusão Consciente
Epilepsia,"Aura: Sensoriais (dormência, formigamento, calor, frio)"
Epilepsia,Detalhamento Aura: Nasofaringeas
Epilepsia,Detalhamento da Aura Modificada: Visuais
Epilepsia,Hipotese Localizacional Final (semiologia+EEG+MRI+SISCOM): Quadrante posterior
Epilepsia,Localização EEG (Ictal): Parietal
Epilepsia,Localização EEG (interictal): Hemisferico
Epilepsia,Qualifier Esquerdo da Localização da RNM Anormal: Direito
Epilepsia,Semiologia: Outros
Epilepsia,Localização EEG (Ictal): Opercular
Epilepsia,Localização EEG (interictal): Quadrante anterior
Epilepsia,Detalhamento Aura: Auditivas
Epilepsia,Detalhamento da Aura Modificada: Nasofaringeas
Epilepsia,Hipotese semiologica: Occipital
Epilepsia,Lado (Qualifier da Localização EEG Ictal): 4
Epilepsia,Localização EEG (Ictal): Temporal
Epilepsia,Localização Máxima anatomica hiperperfusão: Temporal
Epilepsia,Qualifier 4 da Localização da RNM Anormal: Dado Não Relevante
Epilepsia,Semiologia Modificada: 5
Epilepsia,Detalhamento da Aura Modificada: Déjà vecu
Epilepsia,Aura: VAGO
Epilepsia,Detalhamento da Aura Modificada: Flashback de Memória
Epilepsia,Hipotese Localizacional Final (semiologia+EEG+MRI+SISCOM): 8
Epilepsia,Hipotese semiologica: Frontal antero-mesial
Epilepsia,Localização Conexão anatomica hiperperfusão: Quadrante anterior
Epilepsia,Localização da RNM Anormal: Temporal
Epilepsia,Localização ECOG: Quadrante anterior
Epilepsia,Localização EEG (interictal): Multifocal Bilateral
Epilepsia,Localização Máxima anatomica hiperperfusão: Quadrante posterior
Epilepsia,Semiologia: Motoras
Epilepsia,Aura Modificada: Outras
Epilepsia,Detalhamento da Aura Modificada: Extremidades Bilateral
Epilepsia,Extensão altRB do ECOG: 1 Giro
Epilepsia,Hipotese Localizacional Final (semiologia+EEG+MRI+SISCOM): Temporal
Epilepsia,Localização da RNM Anormal: Quadrante posterior
Epilepsia,Localização EEG (Ictal): Frontal
Epilepsia,Localização EEG (interictal): Temporal
Epilepsia,Qualifier Anterior da Localização da RNM Anormal: Posterior
Epilepsia,Qualifier Dado Não Relevante da Localização da RNM Anormal: Dado Não Relevante
Epilepsia,Tipo da RNM Anormal: Outras MCD (Malformações do Desenvolvimento Cortical)
Epilepsia,Aura Modificada: Dado Não Relevante
Epilepsia,Detalhamento Aura: Visuais
Epilepsia,Localização Conexão anatomica hiperperfusão: Quadrante posterior
Epilepsia,Localização da RNM Anormal: Frontal
Epilepsia,Início das Crises Epilépticas
Epilepsia,Há quanto tempo tem as Crises Epilépticas
Epilepsia,1
Epilepsia,2
Epilepsia,3
Epilepsia,6
Epilepsia,12
Epilepsia,14
Epilepsia,15
Epilepsia,58
Epilepsia,
Epilepsia,     
Epilepsia," [5,5] IA"
Epilepsia," [5,5] IB"
Epilepsia," [5,5] IC"
Epilepsia," [5,5] ID"
Epilepsia," [5,5] IIC"
Epilepsia," [5,5] IID"
Epilepsia," [5,5] IIIA"
Epilepsia, Motora [nao]
Epilepsia, Motora [sim]
Epilepsia,[1 ano] IA
Epilepsia,[1 ano] IB
Epilepsia,[1 ano] ID
Epilepsia,[1 ano] IIA
Epilepsia,[1 ano] IIB
Epilepsia,[1 ano] IID
Epilepsia,[1 ano] IIIA
Epilepsia,[1 ano] IVA
Epilepsia,[1 ano] IVB
Epilepsia,"[1,5] IA"
Epilepsia,"[1,5] IB"
Epilepsia,"[1,5] IC"
Epilepsia,"[1,5] ID"
Epilepsia,"[1,5] IIA"
Epilepsia,"[1,5] IIB"
Epilepsia,"[1,5] IID"
Epilepsia,"[1,5] IIIA"
Epilepsia,"[1,5] IVB"
Epilepsia,[1] IA
Epilepsia,[1] IB
Epilepsia,[1] ID
Epilepsia,[1] IIA
Epilepsia,[1] IIB
Epilepsia,[1] IID
Epilepsia,[1] IIIA
Epilepsia,[1] IV B
Epilepsia,[1] IVA
Epilepsia,[1] IVB
Epilepsia,[10 anos] IA
Epilepsia,[10 anos] IB
Epilepsia,"[10,5] "
Epilepsia,"[10,5] IA"
Epilepsia,"[10,5] IB"
Epilepsia,"[10,5] IC"
Epilepsia,[10] 
Epilepsia,[10] IA
Epilepsia,[10] IB
Epilepsia,[10] IC
Epilepsia,[11] IA
Epilepsia,[11] IB
Epilepsia,[2 anos] 
Epilepsia,[2 anos] IA
Epilepsia,[2 anos] IB
Epilepsia,[2 anos] IC
Epilepsia,[2 anos] ID
Epilepsia,[2 anos] IIA
Epilepsia,[2 anos] IIB
Epilepsia,[2 anos] IID
Epilepsia,[2 anos] IIIA
Epilepsia,[2 anos] IVB
Epilepsia,"[2,5] IA"
Epilepsia,"[2,5] IB"
Epilepsia,"[2,5] IC"
Epilepsia,"[2,5] ID"
Epilepsia,"[2,5] IIA"
Epilepsia,"[2,5] IIB"
Epilepsia,"[2,5] IID"
Epilepsia,"[2,5] IIIA"
Epilepsia,"[2,5] IVB"
Epilepsia,[2] IA
Epilepsia,[2] IB
Epilepsia,[2] IC
Epilepsia,[2] ID
Epilepsia,[2] IIA
Epilepsia,[2] IIB
Epilepsia,[2] IID
Epilepsia,[2] IIIA
Epilepsia,[2] IVB
Epilepsia,[3 anos] IA
Epilepsia,[3 anos] IB
Epilepsia,[3 anos] IC
Epilepsia,[3 anos] ID
Epilepsia,[3 anos] IIB
Epilepsia,[3 anos] IID
Epilepsia,[3 anos] IIIA
Epilepsia,"[3,5] IA"
Epilepsia,"[3,5] IB"
Epilepsia,"[3,5] IC"
Epilepsia,"[3,5] ID"
Epilepsia,"[3,5] IIB"
Epilepsia,"[3,5] IID"
Epilepsia,"[3,5] IIIA"
Epilepsia,"[3,5] IVB"
Epilepsia,[3] IA
Epilepsia,[3] IB
Epilepsia,[3] IC
Epilepsia,[3] ID
Epilepsia,[3] IIB
Epilepsia,[3] IID
Epilepsia,[3] IIIA
Epilepsia,[3] IV B
Epilepsia,[3] IVB
Epilepsia,[4 anos] IA
Epilepsia,[4 anos] IB
Epilepsia,[4 anos] IC
Epilepsia,[4 anos] ID
Epilepsia,[4 anos] IID
Epilepsia,[4 anos] IIIA
Epilepsia,"[4,5] IA"
Epilepsia,"[4,5] IB"
Epilepsia,"[4,5] IC"
Epilepsia,"[4,5] ID"
Epilepsia,"[4,5] IID"
Epilepsia,"[4,5] IIIA"
Epilepsia,[4] 
Epilepsia,[4] IA
Epilepsia,[4] IB
Epilepsia,[4] IC
Epilepsia,[4] ID
Epilepsia,[4] IID
Epilepsia,[4] IIIA
Epilepsia,[5 anos] IA
Epilepsia,[5 anos] IB
Epilepsia,[5 anos] IC
Epilepsia,[5 anos] ID
Epilepsia,[5 anos] IIC
Epilepsia,[5 anos] IID
Epilepsia,[5 anos] IIIA
Epilepsia,[5]  IA
Epilepsia,[5]  IB
Epilepsia,[5]  IC
Epilepsia,[5]  ID
Epilepsia,[5]  IIC
Epilepsia,[5]  IID
Epilepsia,[5]  IIIA
Epilepsia,[5] IA
Epilepsia,[5] IB
Epilepsia,[5] IC
Epilepsia,[5] ID
Epilepsia,[5] IIC
Epilepsia,[5] IID
Epilepsia,[5] IIIA
Epilepsia,[6 anos] IA
Epilepsia,[6 anos] IB
Epilepsia,[6 anos] IC
Epilepsia,[6 anos] ID
Epilepsia,[6 anos] IID
Epilepsia,[6 anos] IIIA
Epilepsia,"[6,5] "
Epilepsia,"[6,5] IA"
Epilepsia,"[6,5] IB"
Epilepsia,"[6,5] IC"
Epilepsia,"[6,5] ID"
Epilepsia,"[6,5] IID"
Epilepsia,"[6,5] IIIA"
Epilepsia,[6] IA
Epilepsia,[6] IB
Epilepsia,[6] IC
Epilepsia,[6] ID
Epilepsia,[6] IID
Epilepsia,[6] IIIA
Epilepsia,[7 anos] 
Epilepsia,[7 anos] IA
Epilepsia,[7 anos] IB
Epilepsia,[7 anos] ID
Epilepsia,[7 anos] IID
Epilepsia,"[7,5] IA"
Epilepsia,"[7,5] IB"
Epilepsia,"[7,5] IC"
Epilepsia,"[7,5] ID"
Epilepsia,"[7,5] IID"
Epilepsia,"[7,5] IIIA"
Epilepsia,[7] IA
Epilepsia,[7] IB
Epilepsia,[7] IC
Epilepsia,[7] ID
Epilepsia,[7] IID
Epilepsia,[7] IIIA
Epilepsia,[8 anos] 
Epilepsia,[8 anos] IA
Epilepsia,[8 anos] IB
Epilepsia,[8 anos] ID
Epilepsia,[8 anos] IID
Epilepsia,"[8,5] "
Epilepsia,"[8,5] IA"
Epilepsia,"[8,5] IB"
Epilepsia,"[8,5] IC"
Epilepsia,"[8,5] ID"
Epilepsia,[8] 
Epilepsia,[8] IA
Epilepsia,[8] IB
Epilepsia,[8] IC
Epilepsia,[8] ID
Epilepsia,[8] IID
Epilepsia,[8] IIIA
Epilepsia,[9 anos] IA
Epilepsia,[9 anos] IB
Epilepsia,"[9,5] "
Epilepsia,"[9,5] IA"
Epilepsia,"[9,5] IB"
Epilepsia,"[9,5] IC"
Epilepsia,"[9,5] ID"
Epilepsia,[9] 
Epilepsia,[9] IA
Epilepsia,[9] IB
Epilepsia,[9] IC
Epilepsia,[9] ID
Epilepsia,[ECoG pré] -
Epilepsia,[ECoG pré] Abundância de Descargas Mesiais
Epilepsia,[ECoG pré] AE mesial c/pontas e lentificação
Epilepsia,[ECoG pré] Alguma atividade mesial e lateral / sob o hipocampo + intensas descargas
Epilepsia,[ECoG pré] Algumas descargas e atividade muito lenta na base temp.
Epilepsia,[ECoG pré] Algumas descargas mesiais c/strip (lentificação neocortical)
Epilepsia,[ECoG pré] Algumas descargas no hipocampo (strip)
Epilepsia,[ECoG pré] Algumas Descargas sobre o hipocampo anterior
Epilepsia,[ECoG pré] Algumas Descargas Temporais / c/Strip Hipocampal: Descargas Intensas a 2cm do pólo
Epilepsia,[ECoG pré] Atividade baso-mesial // c/strio no hipocampo: intensa AE
Epilepsia,[ECoG pré] Atividade baso-temporal / c/Strip no hipocampo - descargas
Epilepsia,[ECoG pré] Atividade epileptogênica mesial (c/strip)
Epilepsia,[ECoG pré] Atividade epileptogênica neocortical (predominante) + atividade hipocampal
Epilepsia,[ECoG pré] Atividade irritativa mesial (c/strip)
Epilepsia,[ECoG pré] Atividade irritativa na região neocortical basal
Epilepsia,[ECoG pré] Atividade irritativa temp. basal/lateral c/lentificação neo-cortical
Epilepsia,[ECoG pré] Atividade irritativa temporal anterior e mesial
Epilepsia,[ECoG pré] Atividade lenta e irritativa mesial
Epilepsia,[ECoG pré] Atividade mesial
Epilepsia,[ECoG pré] c/ Strips Acordada - Descargas Mesiais
Epilepsia,[ECoG pré] C/ Strips Pré-Op.  = Crises Mesiais c/ irradiação OF e TL
Epilepsia,[ECoG pré] C/strips implantados: crise iniciou a E mesial - D mesial - Lateral D
Epilepsia,"[ECoG pré] Descargas a 2,0 cm da Ponta do Hipocampo (strip - n.4)"
Epilepsia,[ECoG pré] Descargas a 2cm do Bordo Ressecado no Hipocampo (c/strips)
Epilepsia,[ECoG pré] Descargas Abundantes no 3. Contato (Strip)
Epilepsia,[ECoG pré] Descargas Abundantes Temporais Laterais (T3-T4)
Epilepsia,[ECoG pré] Descargas baso-mesiais
Epilepsia,[ECoG pré] Descargas c/ Strip Temporal e no Hipocampo (Após Amigdalectomia)
Epilepsia,[ECoG pré] Descargas c/pontas    / Lesional mesial c/strip
Epilepsia,[ECoG pré] Descargas e lentificação mesial (c/strip)
Epilepsia,[ECoG pré] Descargas em T2
Epilepsia,[ECoG pré] Descargas Em Temporal (T2 e T3) e Orbito-Frontal
Epilepsia,[ECoG pré] Descargas Hipocampo Anterior ( c/Strip)
Epilepsia,[ECoG pré] Descargas laterais temp + orbito-frontais c/lentificação
Epilepsia,[ECoG pré] Descargas laterais/basais c/strip // no hipocampo muitas descargas
Epilepsia,[ECoG pré] Descargas Mesiais  //  c/ Strip no Hipocampo - Descargas Freqüêntes
Epilepsia,[ECoG pré] Descargas Mesiais  //  Descargas Sobre o Hipocampo Anterior (STRIP)
Epilepsia,[ECoG pré] Descargas mesiais ( c/ strip 1.contato)
Epilepsia,[ECoG pré] Descargas Mesiais ( c/ Strip)
Epilepsia,[ECoG pré] Descargas Mesiais (2.contato) / Descargas Hipocampais Anteriores
Epilepsia,[ECoG pré] Descargas mesiais (c/strip) 2. Contato
Epilepsia,[ECoG pré] Descargas mesiais (c/strip) abundantes
Epilepsia,[ECoG pré] Descargas mesiais (com strip 1 e 3)
Epilepsia,[ECoG pré] Descargas Mesiais (Strip) - No Hipocampo = Desc. Anteriores
Epilepsia,[ECoG pré] Descargas Mesiais // c/ Strip e Hipocampo Anterior
Epilepsia,[ECoG pré] Descargas mesiais abundantes (c/strip) - Neocortex OK
Epilepsia,[ECoG pré] Descargas Mesiais c/ Strip (3. Contato)
Epilepsia,[ECoG pré] Descargas mesiais c/Strip // no hipocampo muito ativas
Epilepsia,[ECoG pré] Descargas mesiais c/strips
Epilepsia,[ECoG pré] Descargas mesiais e basais
Epilepsia,[ECoG pré] Descargas Mesiais E em T2 c/strip
Epilepsia,[ECoG pré] Descargas Mesiais e Laterais (c/strip)
Epilepsia,[ECoG pré] Descargas mesiais e laterais independentes
Epilepsia,[ECoG pré] Descargas mesiais e lentificação (c/strip)
Epilepsia,[ECoG pré] Descargas mesiais e neocorticais basais
Epilepsia,[ECoG pré] Descargas Mesiais Intensas e Sobre o Hipocampo Anterior
Epilepsia,[ECoG pré] Descargas mesiais temporais
Epilepsia,[ECoG pré] Descargas Mesiais(Hipocampo-elevado de profundidade)
Epilepsia,[ECoG pré] Descargas Mesias - Strip Sub-Temporal
Epilepsia,[ECoG pré] Descargas na base temporal/ algumas sobre o Hipocampo
Epilepsia,[ECoG pré] Descargas neocorticais / placas no hipocampo
Epilepsia,"[ECoG pré] Descargas Neocorticais a 3,0cm do Polo Temp. / A 2,0cm Descargas Mesiais"
Epilepsia,[ECoG pré] Descargas no 3. Contato (Strip Mesial) - No Hipocampo muitas Descargas Anteriores
Epilepsia,[ECoG pré] Descargas no Hipocampo Anterior
Epilepsia,[ECoG pré] Descargas no Hipocampo Anterior /  c/Strip
Epilepsia,[ECoG pré] Descargas no OF + Operculo Frontal + Neocortex Temp.
Epilepsia,[ECoG pré] Descargas no Strip (Mesial) Nos Contatos 4-5 (Base-Lateral)
Epilepsia,[ECoG pré] Descargas no temporal T1 - (T2 -T3)
Epilepsia,[ECoG pré] Descargas sobre o hipocampo (strip) dipolo horizontal
Epilepsia,[ECoG pré] Descargas T1 e profunda no hipocampo
Epilepsia,[ECoG pré] Descargas temporais anteriores
Epilepsia,[ECoG pré] Descargas temporais mesiais (c/strip)
Epilepsia,[ECoG pré] Intensa atividade baso temporal (3º) // no hipocampo anterior c/strip
Epilepsia,[ECoG pré] Intensa atividade baso temporal (c/strip)
Epilepsia,[ECoG pré] Intensa atividade baso-mesial
Epilepsia,[ECoG pré] Intensa atividade baso-mesial // c/strip: intensa atividade hipocampal
Epilepsia,[ECoG pré] Intensa Atividade Mesial
Epilepsia,[ECoG pré] Intensa atividade mesial (c/strip)
Epilepsia,[ECoG pré] Intensa atividade mesial 9c/strip)
Epilepsia,[ECoG pré] Intensa atividade mesial c// no hipocampo também.
Epilepsia,[ECoG pré] Intensa atividade mesial c/propagação neocortical ocasional
Epilepsia,[ECoG pré] Intensa atividade mesial c/strip e sobre o hipocampo ant.
Epilepsia,[ECoG pré] Intensa atividade mesio-basal /intensa atividade no hipocampo ant. c/strip
Epilepsia,[ECoG pré] Intensa atividade meso-basal c/strip no lobo temp.
Epilepsia,[ECoG pré] Intensa atividade meso-basial c/strip/ intensa atividade no hipocampo ant.
Epilepsia,[ECoG pré] Intensa atividade na proção anterior do hipocampo (c/strip)
Epilepsia,[ECoG pré] Intensa atividade sobre o hipocampo
Epilepsia,[ECoG pré] Intensa atividade sobre o hipocampo anterior
Epilepsia,[ECoG pré] Intensa Atividade Temporal Basal c/ Strip / E no Hipocampo também
Epilepsia,"[ECoG pré] Intensas descargas basais laterais, pouca mesial"
Epilepsia,[ECoG pré] Intensas Descargas Mesiais
Epilepsia,[ECoG pré] Intensas Descargas Mesiais (c/Strip)
Epilepsia,[ECoG pré] Intensas descargas mesiais e basais c/strip
Epilepsia,[ECoG pré] Intensas descargas mesiais e laterais (independentes)
Epilepsia,[ECoG pré] Intensas descargas mesiais/ c/strip no hipocampo - descargas anteriores
Epilepsia,[ECoG pré] Intensas descargas mesiais/ c/Strips: intensa atividade no hipocampo anterior
Epilepsia,[ECoG pré] Intensas descargas mesiais/ e sobre o hipocampo
Epilepsia,[ECoG pré] Intensas Descargas na Base do Temp. // c/Strip no Hipocampo : Descargas Ant.
Epilepsia,[ECoG pré] Intensas descargas neocorticais temporais médias e anteriores
Epilepsia,[ECoG pré] Intensas descargas no contato 3 Strip/no Hipocampo também 3
Epilepsia,[ECoG pré] Intensas descargas no hipocampo anterior
Epilepsia,[ECoG pré] Intensas Descargas no Hipocampo Anterior (c/Strip)
Epilepsia,[ECoG pré] Intensas descargas sobre o hipocampo ant (c/strip) Neocórtex basal lento
Epilepsia,[ECoG pré] Intensas Descargas Temp. Mesial  //  Normal no Sub-Frontal
Epilepsia,[ECoG pré] Já Fez c/ Strips
Epilepsia,[ECoG pré] Lento c/pontas mesiais // c/strip: pontas hipocampo ant.
Epilepsia,[ECoG pré] Muitas Descargas Sobre o Hipocampo - Dopolo Horizontal
Epilepsia,[ECoG pré] Não Funcionau - Anteparos
Epilepsia,[ECoG pré] Normal no Sub-Frontal / Descargas Intensas no Hipocampo Anterior
Epilepsia,[ECoG pré] Ondas agundas intensas no hipocampo anterior
Epilepsia,[ECoG pré] Pouca Atividade Neocortical / Pontas Agudas Aumentam Voltagem no Hipocampo Anterior
Epilepsia,[ECoG pré] Pouca atividade no neocortex (c/strip)
Epilepsia,[ECoG pré] Poucas Descargas
Epilepsia,[ECoG pré] Poucas descargas mesiais
Epilepsia,[ECoG pré] Pre: Crise de início temp medio-post E // Descargas no hipocampo ant. c/strip
Epilepsia,[ECoG pré] Raras Descargas (Strip)
Epilepsia,[ECoG pré] Raras pontas no hipocampo D
