disease_Dui,Doencas Termos Unificados
Q458,Outras malformações congênitas especificadas do aparelho digestivo
Q459,Malformação congênita não especificada do aparelho digestivo
Q50,Ligamentos Largos
Q50,"Malformações congênitas dos ovários, das trompas de Falópio e dos ligamentos largos"
Q50,Ovários
Q50,Trompas de Falópio
Q500,Ausência congênita dos ovários
Q501,Cisto ovariano de desenvolvimento
Q502,Torsão congênita do ovário
Q503,Outras malformações congênitas do ovário
Q504,Cisto embrionário da trompa de Falópio
Q505,Cisto embrionário do ligamento largo
Q506,Outras malformações congênitas das trompas de Falópio e dos ligamentos largos
Q51,Malformações congênitas do útero e do colo do útero
Q510,Agenesia e aplasia do útero
Q511,Útero duplo com duplicação do colo uterino e da vagina
Q512,Outra duplicação do útero
Q513,Útero bicórneo
Q514,Útero unicórneo
Q515,Agenesia e aplasia do colo do útero
Q516,Cisto embrionário do colo do útero
Q517,Fístula congênita útero-digestiva ou útero-urinária
Q518,Outras malformações congênitas do útero e do colo do útero
Q519,Malformação congênita não especificada do útero e do colo do útero SOE
Q52,Outras malformações congênitas dos órgãos genitais femininos
Q520,Ausência congênita da vagina
Q521,Duplicação da vagina
Q522,Fístula reto-vaginal congênita
Q523,Imperfuração do hímen
Q524,Outras malformações congênitas da vagina
Q525,Fusão dos lábios vulvares
Q526,Malformação congênita do clitóris
Q527,Outras malformações congênitas da vulva
Q528,Outras malformações congênitas especificadas dos órgãos genitais femininos
Q529,Malformação congênita não especificada dos órgãos genitais femininos
Q53,Não-descido
Q53,Testículo
Q53,Testículo não-descido
Q530,Testículo ectópico
Q531,"Testículo não-descido, unilateral"
Q532,"Testículo não-descido, bilateral"
Q539,"Testículo não-descido, não especificado"
Q54,Hipospádias
Q540,Hipospádia balânica
Q541,Hipospádia peniana
Q542,Hipospádia penoscrotal
Q543,Hipospádia perineal
Q544,Corda venérea congênita
Q548,Outras hipospádias
Q549,Hipospádia não especificada
Q55,Outras malformações congênitas dos órgãos genitais masculinos
Q550,Ausência e aplasia do testículo
Q551,Hipoplasia do(s) testículo(s) e do escroto
Q552,Outras malformações congênitas do(s) testículo(s) e do escroto
Q553,Atresia do canal deferente
Q554,"Outras malformações congênitas do canal deferente, do epidídimo, das vesículas seminais e da próstata"
Q555,Ausência e aplasia congênitas do pênis
Q556,Outras malformações congênitas do pênis
Q558,Outras malformações congênitas especificadas dos órgãos genitais masculinos
Q559,Malformação congênita não especificada dos órgãos genitais masculinos
Q56,Pseudo-hermafroditismo
Q56,Sexo Indeterminado
Q56,Sexo indeterminado e pseudo-hermafroditismo
Q560,Hermafroditismo não classificado em outra parte
Q561,"Pseudo-hermafroditismo masculino, não classificado em outra parte"
Q562,"Pseudo-hermafroditismo feminino, não classificado em outra parte"
Q563,Pseudo-hermafroditismo não especificado
Q564,"Sexo indeterminado, não especificado"
Q60,Agenesia
Q60,Agenesia renal e outros defeitos de redução do rim
Q600,Agenesia unilateral do rim
Q601,Agenesia bilateral do rim
Q602,Agenesia renal não especificada
Q603,Hipoplasia renal unilateral
Q604,Hipoplasia renal bilateral
Q605,Hipoplasia renal não especificada
Q606,Síndrome de Potter
Q61,Doenças Císticas
Q61,Doenças císticas do rim
Q61,Rim
Q610,Cisto congênito único do rim
Q611,"Rim policístico, autossômico recessivo"
Q612,"Rim policístico, autossômico dominante"
Q613,Rim policístico não especificado
Q614,Displasia renal
Q615,Cisto medular do rim
Q618,Outras doenças císticas do rim
Q619,Doença cística não especificada do rim
Q62,Anomalias
Q62,Anomalias congênitas obstrutivas da pelve renal e malformações congênitas do ureter
Q62,Pelve Renal
Q620,Hidronefrose congênita
Q621,Atresia e estenose do ureter
Q622,Megaureter congênito
Q623,Outras anomalias obstrutivas da pelve renal e do ureter
Q624,Agenesia do ureter
Q625,Duplicação do ureter
Q626,Má-posição do ureter
Q627,Refluxo vésico-uretero-renal congênito
Q628,Outras malformações congênitas do ureter
Q63,Outras malformações congênitas do rim
Q630,Rim supranumerário
Q631,"Rim lobulado, fundido ou em ferradura"
Q632,Rim ectópico
Q633,Rim hiperplásico e gigante
Q638,Outras malformações congênitas especificadas do rim
Q639,Malformação congênita não especificada do rim
Q64,Outras malformações congênitas do aparelho urinário
Q640,Epispádias
Q641,Extrofia vesical
Q642,Válvulas uretrais posteriores congênitas
Q643,Outras formas de atresia e de estenose de uretra e do colo da bexiga
Q644,Malformação do úraco
Q645,Ausência congênita da bexiga e da uretra
Q646,Divertículo congênito da bexiga
Q647,Outras malformações congênitas da bexiga e da uretra
Q648,Outras malformações congênitas especificadas do aparelho urinário
Q649,Malformação congênita não especificada do aparelho urinário
Q65,Malformações congênitas do quadril
Q650,Luxação congênita unilateral do quadril
Q651,Luxação congênita bilateral do quadril
Q652,Luxação congênita não especificada do quadril
Q653,Subluxação congênita unilateral do quadril
Q654,Subluxação congênita bilateral do quadril
Q655,Subluxação congênita não especificada do quadril
Q656,Quadril instável
Q658,Outras deformidades congênitas do quadril
Q659,Deformidade congênita não especificada do quadril
Q66,Deformidades
Q66,Deformidades congênitas do pé
Q660,Pé torto eqüinovaro
Q661,Pé torto calcaneovaro
Q662,Metatarso varo
Q663,Outras deformidades congênitas dos pés em varo
Q664,Pé torto calcaneovalgo
Q665,Pé chato congênito
Q666,Outras deformidades congênitas dos pés em valgo
Q667,Pé cavo
Q668,Outras deformidades congênitas do pé
Q669,Deformidade congênita não especificada do pé
Q67,"Deformidades osteomusculares congênitas da cabeça, da face, da coluna e do tórax"
Q670,Assimetria facial
Q671,Deformidade facial por compressão
Q672,Dolicocefalia
Q673,Plagiocefalia
Q674,"Outras deformidades congênitas do crânio, da face e da mandíbula"
Q675,Deformidades congênitas da coluna vertebral
Q676,Tórax escavado
Q677,Tórax carinado
Q678,Outras deformidades congênitas do tórax
Q68,Outras deformidades osteomusculares congênitas
Q680,Deformidade congênita do músculo esternocleidomastoideu
Q681,Deformidade congênita da mão
Q682,Deformidade congênita do joelho
Q683,Encurvamento congênito do fêmur
Q684,Encurvamento congênito da tíbia e da perônio [fíbula]
Q685,Encurvamento congênito de ossos longos não especificados do membro inferior
Q688,Outras deformidades osteomusculares congênitas
Q69,Polidactilia
Q690,Dedo(s) da mão supranumerário(s)
Q691,Polegar(es) supranumerário(s)
Q692,Artelho(s) supranumerário(s)
Q699,Polidactilia não especificada
Q70,Sindactilia
Q700,Coalescência dos dedos (dedos da mão fundidos)
Q701,Dedos palmados
Q702,Coalescência dos artelhos (artelhos fundidos)
Q703,Artelhos palmados
Q704,Polissindactilia
Q709,Sindactilia não especificada
Q71,"Defeitos, por redução, do membro superior"
Q71,Membro Superior
Q710,Ausência congênita completa do(s) membro(s) superior(es)
Q711,"Ausência congênita do braço e do antebraço, com mão presente"
Q712,Ausência congênita do antebraço e da mão
Q713,Ausência congênita da mão e de dedo(s)
Q714,Defeito de redução longitudinal do rádio
Q715,Defeito de redução longitudinal do cúbito [ulna]
Q716,Mão em garra de lagosta
Q718,Outros defeitos de redução do membro superior
Q719,"Defeito por redução do membro superior, não especificado"
Q72,Defeitos
Q72,"Defeitos, por redução, do membro inferior"
Q72,Redução
Q720,Ausência congênita completa do(s) membro(s) inferior(es)
Q721,Ausência congênita da coxa e da perna com pé presente
Q722,Ausência congênita da perna e do pé
Q723,Ausência congênita do pé e de artelho(s)
Q724,Defeito por redução longitudinal da tíbia
Q725,Defeito por redução longitudinal da tíbia
Q726,Defeito por redução longitudinal do perônio [fíbula]
Q727,Pé bífido
Q728,Outros defeitos por redução do(s) membro(s) inferior(es)
Q729,Defeito não especificado por redução do membro inferior
Q73,Defeitos por redução de membro não especificado
Q730,Ausência congênita de membro(s) não especificado(s)
Q731,"Focomelia, membro(s) não especificado(s)"
Q738,Outros defeitos por redução de membro(s) não especificado(s)
Q74,Outras malformações congênitas dos membros
Q740,"Outras malformações congênitas do(s) membro(s) superiores, inclusive da cintura escapular"
Q741,Malformação congênita do joelho
Q742,"Outras malformações congênitas do(s) membro(s) inferiores, inclusive da cintura pélvica"
Q743,Artrogripose congênita múltipla
Q748,Outras malformações congênitas especificadas de membro(s)
Q749,Malformações congênitas não especificadas de membro(s)
Q75,Outras malformações congênitas dos ossos do crânio e da face
Q750,Craniossinostose
Q751,Disostose craniofacial
Q752,Hipertelorismo
Q753,Macrocefalia
Q754,Disostose mandíbulo-facial
Q755,Disostose óculo-mandibular
Q758,Outras malformações congênitas especificadas dos ossos do crânio e da face
Q759,Malformação congênita não especificada dos ossos do crânio e da face
Q76,Malformações congênitas da coluna vertebral e dos ossos do tórax
Q76,Ossos
Q760,Espinha bífida oculta
Q761,Síndrome de Klippel-Feil
Q762,Espondilolistese congênita
Q763,Escoliose congênita devida à malformação óssea congênita
Q764,Outras malformações congênitas da coluna vertebral não-associadas com escoliose
Q765,Costela cervical
Q766,Outras malformações congênitas das costelas
Q767,Malformação congênita do esterno
Q768,Outras malformações congênitas dos ossos do tórax
Q769,Malformação congênita não especificada dos ossos do tórax
Q77,Ossos Longos
Q77,Osteocondrodisplasia
Q77,Osteocondrodisplasia com anomalias de crescimento dos ossos longos e da coluna vertebral
Q770,Acondrogenesia
Q771,Nanismo tanatofórico
Q772,Síndrome das costelas curtas
Q773,Condrodisplasia puntacta
Q774,Acondroplasia
Q775,Displasia diastrófica
Q776,Displasia condroectodérmica
Q777,Displasia espondiloepifisária
Q778,Outras osteocondrodisplasias com anomalias do crescimento dos ossos longos e da coluna vertebral
Q779,Osteocondrodisplasia não especificada com anomalias do crescimento dos ossos longos e da coluna vertebral
Q78,Outras osteocondrodisplasias
Q780,Osteogênese imperfeita
Q781,Displasia poliostótica fibrosa
Q782,Osteopetrose
Q783,Displasia diafisária progressiva
Q784,Encondromatose
Q785,Displasia metafisária
Q786,Exostoses congênitas múltiplas
Q788,Outras osteocondrodisplasias especificadas
Q789,Osteocondrodisplasia não especificada
Q79,Malformações congênitas do sistema osteomuscular não classificadas em outra parte
Q79,Não Classificadas
Q79,Sistema Osteomuscular
Q790,Hérnia diafragmática congênita
Q791,Outras malformações congênitas do diafragma
Q792,Exonfalia
Q793,Gastrosquise
Q794,"Síndrome do abdome em ameixa seca (""prune belly syndrome"")"
Q795,Outras malformações congênitas da parede abdominal
Q796,Síndrome de Ehlers-Danlos
Q798,Outras malformações congênitas do sistema osteomuscular
Q799,Malformação congênita não especificada do sistema osteomuscular
Q80,Ictiose congênita
Q800,Ictiose vulgar
Q801,Ictiose ligada ao cromossomo X
Q802,Ictiose lamelar
Q803,Eritrodermia ictiosiforme bulhosa congênita
Q804,Feto arlequim
Q808,Outras ictioses congênitas
