Classe,DESCRICAO
Distúrbios do olfato e do paladar,Outros distúrbios do olfato e do paladar e os não especificados
Outros sintomas e sinais relativos às sensações e às percepções gerais,Alucinações auditivas
Outros sintomas e sinais relativos às sensações e às percepções gerais,Alucinações visuais
Outros sintomas e sinais relativos às sensações e às percepções gerais,Outras alucinações
Outros sintomas e sinais relativos às sensações e às percepções gerais,Alucinações não especificadas
Outros sintomas e sinais relativos às sensações e às percepções gerais,Outros sintomas e sinais especificados relativos às sensações e percepções gerais
Sintomas e sinais relativos ao estado emocional,Nervosismo
Sintomas e sinais relativos ao estado emocional,Agitação e inquietação
Sintomas e sinais relativos ao estado emocional,Tristeza
Sintomas e sinais relativos ao estado emocional,Apatia e desinteresse
Sintomas e sinais relativos ao estado emocional,Irritabilidade e mau humor
Sintomas e sinais relativos ao estado emocional,Hostilidade
Sintomas e sinais relativos ao estado emocional,Violência física
Sintomas e sinais relativos ao estado emocional,"Estado de choque emocional e tensão, não especificado"
Sintomas e sinais relativos ao estado emocional,Outros sintomas e sinais relativos ao estado emocional
Sintomas e sinais relativos à aparência e ao comportamento,Baixo nível de higiene pessoal
Sintomas e sinais relativos à aparência e ao comportamento,Aparência pessoal bizarra
Sintomas e sinais relativos à aparência e ao comportamento,Comportamento estranho e inexplicável
Sintomas e sinais relativos à aparência e ao comportamento,Hiperatividade
Sintomas e sinais relativos à aparência e ao comportamento,Lentidão e baixa reatividade
Sintomas e sinais relativos à aparência e ao comportamento,Personalidade suspeita e evasiva
Sintomas e sinais relativos à aparência e ao comportamento,"Inquietação e preocupação exageradas com acontecimentos ""estressantes"""
Sintomas e sinais relativos à aparência e ao comportamento,Verborragia e pormenores circunstanciais mascarando o motivo da consulta
Sintomas e sinais relativos à aparência e ao comportamento,Outros sintomas e sinais relativos à aparência e ao comportamento
Distúrbios da fala não classificados em outra parte,Disfasia e afasia
Distúrbios da fala não classificados em outra parte,Disartria e anartria
Distúrbios da fala não classificados em outra parte,Outros distúrbios da fala e os não especificados
"Dislexia e outras disfunções simbólicas, não classificadas em outra parte",Dislexia e alexia
"Dislexia e outras disfunções simbólicas, não classificadas em outra parte",Agnosia
"Dislexia e outras disfunções simbólicas, não classificadas em outra parte",Apraxia
"Dislexia e outras disfunções simbólicas, não classificadas em outra parte",Outras disfunções simbólicas e as não especificadas
Distúrbios da voz,Disfonia
Distúrbios da voz,Afonia
Distúrbios da voz,Hipernasalidade e hiponasalidade
Distúrbios da voz,Outros distúrbios da voz e os não especificados
Febre de origem desconhecida e de outras origens,Febre induzida por drogas
Febre de origem desconhecida e de outras origens,Outra febre especificada
Febre de origem desconhecida e de outras origens,Febre não especificada
Cefaléia,Cefaléia
Dor não classificada em outra parte,Dor aguda
Dor não classificada em outra parte,Dor crônica intratável
Dor não classificada em outra parte,Outra dor crônica
Dor não classificada em outra parte,Dor não especificada
"Mal estar, fadiga","Mal estar, fadiga"
Senilidade,Senilidade
Síncope e colapso,Síncope e colapso
"Convulsões, não classificadas em outra parte",Convulsões febris
"Convulsões, não classificadas em outra parte",Outras convulsões e as não especificadas
Choque não classificado em outra parte,Choque cardiogênico
Choque não classificado em outra parte,Choque hipovolêmico
Choque não classificado em outra parte,Outras formas de choque
Choque não classificado em outra parte,Choque não especificado
Hemorragia não classificada em outra parte,Hemorragia não classificada em outra parte
Aumento de volume dos gânglios linfáticos,Aumento de volume localizado de gânglios linfáticos
Aumento de volume dos gânglios linfáticos,Aumento de volume generalizado de gânglios linfáticos
Aumento de volume dos gânglios linfáticos,"Adenomegalia ou aumento de volume dos gânglios linfáticos, não especificado"
Edema não classificado em outra parte,Edema localizado
Edema não classificado em outra parte,Edema generalizado
Edema não classificado em outra parte,Edema não especificado
Hiperidrose,Hiperidrose localizada
Hiperidrose,Hiperidrose generalizada
Hiperidrose,Hiperidrose não especificada
Retardo do desenvolvimento fisiológico normal,Retardo de maturação
Retardo do desenvolvimento fisiológico normal,Outras formas de retardo do desenvolvimento fisiológico normal
Retardo do desenvolvimento fisiológico normal,"Retardo do desenvolvimento fisiológico normal, não especificado"
Sintomas e sinais relativos à ingestão de alimentos e líquidos,Anorexia
Sintomas e sinais relativos à ingestão de alimentos e líquidos,Polidipsia
Sintomas e sinais relativos à ingestão de alimentos e líquidos,Polifagia
Sintomas e sinais relativos à ingestão de alimentos e líquidos,Dificuldades de alimentação e erros na administração de alimentos
Sintomas e sinais relativos à ingestão de alimentos e líquidos,Perda de peso anormal
Sintomas e sinais relativos à ingestão de alimentos e líquidos,Ganho de peso anormal
Sintomas e sinais relativos à ingestão de alimentos e líquidos,Outros sintomas e sinais relativos a ingestão de alimentos e de líquidos
Caquexia,Caquexia
Outros sintomas e sinais gerais,Hipotermia não associada à baixa temperatura ambiental
Outros sintomas e sinais gerais,Sintomas não específicos peculiares à infância
Outros sintomas e sinais gerais,"Boca seca, não especificada"
Outros sintomas e sinais gerais,Baqueteamento dos dedos
Outros sintomas e sinais gerais,Outros sintomas e sinais gerais especificados
Causas desconhecidas e não especificadas de morbidade,Causas desconhecidas e não especificadas de morbidade
Velocidade de hemossedimentação elevada e outras anormalidades da viscosidade plasmática,Velocidade de hemossedimentação elevada
Velocidade de hemossedimentação elevada e outras anormalidades da viscosidade plasmática,Viscosidade plasmática anormal
Anormalidade das hemácias,Anormalidade das hemácias
Anormalidade dos leucócitos não classificada em outra parte,Anormalidade dos leucócitos não classificada em outra parte
Aumento da glicemia,Teste de tolerância a glicose anormal
Aumento da glicemia,Hiperglicemia não especificada
Anormalidades dos níveis de enzimas séricas,Aumento dos níveis de transaminases e da desidrogenase lática (DHL)
Anormalidades dos níveis de enzimas séricas,Níveis anormais de outras enzimas séricas
Anormalidades dos níveis de enzimas séricas,"Anormalidade dos níveis de enzimas séricas, não especificada"
Evidência laboratorial do vírus da imunodeficiência humana [HIV],Evidência laboratorial do vírus da imunodeficiência humana [HIV]
Outros achados imunológicos anormais no soro,Título aumentado de anticorpos
Outros achados imunológicos anormais no soro,Reação anormal ao teste da tuberculina
Outros achados imunológicos anormais no soro,Exame sorológico falso positivo para sífilis
Outros achados imunológicos anormais no soro,Outros achados imunológicos especificados anormais no soro
Outros achados imunológicos anormais no soro,"Achado anormal de exame imunológico sérico, não especificado"
Outras anormalidades das proteínas plasmáticas,Anormalidade da albumina
Outras anormalidades das proteínas plasmáticas,Anormalidade das globulinas
Outras anormalidades das proteínas plasmáticas,Anormalidade da alfafetoproteína
Outras anormalidades das proteínas plasmáticas,Outras anormalidades especificadas das proteínas plasmáticas
Outras anormalidades das proteínas plasmáticas,"Anormalidades de proteína plasmática, não especificadas"
Presença de drogas e de outras substâncias normalmente não encontradas no sangue,Presença de álcool no sangue
Presença de drogas e de outras substâncias normalmente não encontradas no sangue,Presença de opiáceos no sangue
Presença de drogas e de outras substâncias normalmente não encontradas no sangue,Presença de cocaína no sangue
Presença de drogas e de outras substâncias normalmente não encontradas no sangue,Presença de alucinógeno no sangue
Presença de drogas e de outras substâncias normalmente não encontradas no sangue,"Presença de outras drogas com potencial de causar dependência, no sangue"
Presença de drogas e de outras substâncias normalmente não encontradas no sangue,Presença de droga psicotrópica no sangue
Presença de drogas e de outras substâncias normalmente não encontradas no sangue,Presença de agente esteróide no sangue
Presença de drogas e de outras substâncias normalmente não encontradas no sangue,Presença de nível anormal de metais pesados no sangue
Presença de drogas e de outras substâncias normalmente não encontradas no sangue,Presença de outras substâncias especificadas não normalmente encontradas no sangue
Presença de drogas e de outras substâncias normalmente não encontradas no sangue,Presença de substância não especificada normalmente não encontrada no sangue
Outros achados anormais de exames químicos do sangue,Anormalidade do nível de elementos minerais no sangue
Outros achados anormais de exames químicos do sangue,Outros achados anormais especificados de exames químicos do sangue
