Grupo,Sintomas (termos)
Epilepsia,EEG [ Atividade epileptogênica temporal D ]
Epilepsia,EEG [ Atividade irritativa e lesional temporal anterior D ]
Epilepsia,EEG [ Atividade irritativa temp ant E ]
Epilepsia,EEG [ Atividade irritativa temporal D ]
Epilepsia,EEG [ Atividade Lenta Temp Ant E //  c/ Strip = Temp Esq ]
Epilepsia,EEG [ Atividade Temporal D ]
Epilepsia,EEG [ Bi-fronto temporal ]
Epilepsia,EEG [ Bi-temporal c/predomínio a E ]
Epilepsia,EEG [ Bi-temporal c/predomínio à E ]
Epilepsia,EEG [ Bi-Temporal Independente ]
Epilepsia,EEG [ Bitemporal ]
Epilepsia,EEG [ Bitemporal c/ Predomíneo à E. Foco Independente F4 ]
Epilepsia,"EEG [ Bitemporal, Independente ]"
Epilepsia,EEG [ c/ Strip - Descargas Mesiais Médio-Anteriores E ]
Epilepsia,EEG [ Descargas Bi-Temporais ]
Epilepsia,"EEG [ Descargas Bitemporais, c/ Predomíneo à D ]"
Epilepsia,EEG [ Descargas e atividade delta temp ant D ]
Epilepsia,"EEG [ descargas neocoticais,TD ,lentificaçao FT neocortical D ]"
Epilepsia,EEG [ Descargas no Lobo Temporal E ]
Epilepsia,EEG [ Descargas Temporais Anteriores à D ]
Epilepsia,EEG [ Descargas Temporais Antero-Mesiais E ]
Epilepsia,EEG [ Descargas Temporais Mesiais Esq. ]
Epilepsia,EEG [ Difusamente lento c/... Pontas bi-temp D ]
Epilepsia,EEG [ em Descargas ]
Epilepsia,EEG [ Fronto -temporo-bilateral ]
Epilepsia,EEG [ Fronto temporal bilateral ]
Epilepsia,EEG [ Fronto-Temporais Esquerda ]
Epilepsia,"EEG [ Intensa atividade irritativa temporal E, com alguma lentificação também à D ]"
Epilepsia,"EEG [ Pobre, com algumas descargas á D ]"
Epilepsia,EEG [ Pontas na região temporal ant E ]
Epilepsia,EEG [ Pontas Temp D ]
Epilepsia,EEG [ Poucas descargas Temp D ]
Epilepsia,EEG [ Poucas descargas temp E ]
Epilepsia,EEG [ Raras Descargas Temp. Mesiais E ]
Epilepsia,EEG [ Raras Pontas Temporais D ]
Epilepsia,EEG [ S/descargas ]
Epilepsia,EEG [ Temp Ant Bilateral ]
Epilepsia,EEG [ Temp E ]
Epilepsia,EEG [ Temp. Ant. Esqu. ]
Epilepsia,EEG [ Temporais Inferiores E ]
Epilepsia,EEG [ Temporal ant D ]
Epilepsia,EEG [ Temporal Ant. E ]
Epilepsia,EEG [ Temporal Anterior ]
Epilepsia,EEG [ Temporal Anterior D (1A) ]
Epilepsia,EEG [ Temporal Anterior D ]
Epilepsia,EEG [ Temporal anterior E ( ]
Epilepsia,EEG [ Temporal anterior E ]
Epilepsia,EEG [ Temporal Anterior Esq ]
Epilepsia,EEG [ Temporal Anterior Esqu. ]
Epilepsia,EEG [ Temporal Anterior Mesial E ]
Epilepsia,EEG [ Temporal antero-mesial E ]
Epilepsia,EEG [ Temporal basal bilateral c/ predomínio à D ]
Epilepsia,EEG [ Temporal basal esquerdo ]
Epilepsia,EEG [ Temporal bilateral ]
Epilepsia,EEG [ Temporal bilateral c/predomínio à D ]
Epilepsia,EEG [ Temporal bilateral predomínio à E ]
Epilepsia,"EEG [ Temporal Bilateral, c/ Predomíneo à D ]"
Epilepsia,"EEG [ Temporal bilateral, predomínio à D ]"
Epilepsia,EEG [ Temporal D ]
Epilepsia,EEG [ temporal E ]
Epilepsia,EEG [ Temporal esq. ]
Epilepsia,EEG [ Temporal Mesial D ]
Epilepsia,EEG [ Temporal mesial E ]
Epilepsia,EEG ICTAL [  ]
Epilepsia,EEG ICTAL [ - ]
Epilepsia,EEG ICTAL [ 1 + 5nicio TME ]
Epilepsia,EEG ICTAL [ 1 A  D ]
Epilepsia,EEG ICTAL [ 1 A ]
Epilepsia,EEG ICTAL [ 1 A Esquerdo ]
Epilepsia,EEG ICTAL [ 1 cc bitemporal e 1 cc temporal Esq. ]
Epilepsia,EEG ICTAL [ 1 cc temp ant D ]
Epilepsia,"EEG ICTAL [ 1 CC Temp Bilateral, 1 CC Temp E e 1 CC Temp D (Escalpo) // 6 CC Temp E ]"
Epilepsia,EEG ICTAL [ 1 cc temporal anterior D ]
Epilepsia,EEG ICTAL [ 1 crise temporal antero-mesial E ]
Epilepsia,EEG ICTAL [ 1. A.   E ]
Epilepsia,EEG ICTAL [ 1. A. E (F7) ]
Epilepsia,EEG ICTAL [ 1.9 E ]
Epilepsia,EEG ICTAL [ 1.A (Temporal Esq) ]
Epilepsia,EEG ICTAL [ 15 crises temporais E ]
Epilepsia,EEG ICTAL [ 1A E ]
Epilepsia,EEG ICTAL [ 1inicio TMD ]
Epilepsia,EEG ICTAL [ 1inicio TME ]
Epilepsia,EEG ICTAL [ 1nicio TMD ]
Epilepsia,EEG ICTAL [ 1nicio TME ]
Epilepsia,EEG ICTAL [ 2 cc temporal D ]
Epilepsia,EEG ICTAL [ 2 crises c/ início TME (Sp1) ]
Epilepsia,"EEG ICTAL [ 2 Crises FT D, 4 Crises Ind. //  C/ Strips = 4 CC Temp. Mesial D ]"
Epilepsia,EEG ICTAL [ 2 Crises Indefinidas e 2 Crises c/ Início à D ]
Epilepsia,EEG ICTAL [ 2 crises registradas - Temp ant. D (SP 2) ]
Epilepsia,EEG ICTAL [ 2 Crises Temp. E  /  c/ Strip: 3 Crises Mesiais E ]
Epilepsia,EEG ICTAL [ 2 Crisesn c/ início Temporal D ]
Epilepsia,EEG ICTAL [ 2nicio TME ]
Epilepsia,EEG ICTAL [ 3 cc início temp. mesial D (c/strips) ]
Epilepsia,EEG ICTAL [ 3 Crises c/ Início Temporal D ]
Epilepsia,EEG ICTAL [ 3 crises em lobo temporal E ]
Epilepsia,EEG ICTAL [ 3 Crises Indefinidas ]
Epilepsia,EEG ICTAL [ 3 crises indefinidas no escalpo// c/Strips - 2cc temp. mesial E ]
Epilepsia,EEG ICTAL [ 3 Crises Temp Mesial E ]
Epilepsia,EEG ICTAL [ 4 a E /c/ Strip início neocortical temporal a 4 cm do polo ]
Epilepsia,EEG ICTAL [ 4 cc c/início temporal anterior E ]
Epilepsia,EEG ICTAL [ 4 CPC início à E ]
Epilepsia,EEG ICTAL [ 4 Crises c/ Início Indefinido ]
Epilepsia,EEG ICTAL [ 4 crises temp. anterior Esq ]
Epilepsia,EEG ICTAL [ 6 CC c/ Início Temp E ]
Epilepsia,"EEG ICTAL [ 6 CC. 1 Frontal E, 5 F P 1 ]"
Epilepsia,EEG ICTAL [ Atividade epileptógena - crise temporal D ]
Epilepsia,EEG ICTAL [ Bi-fronto temporal com início à direita // c/stip - início à E. ]
Epilepsia,EEG ICTAL [ c/Strips = crises mesiais D e laterais E ]
Epilepsia,EEG ICTAL [ Crise c/ início temporal E ]
Epilepsia,EEG ICTAL [ Crise temp ant D ]
Epilepsia,EEG ICTAL [ Crise temp ant E ]
Epilepsia,EEG ICTAL [ Crises Registradas do strip Temporal Mesial ]
Epilepsia,EEG ICTAL [ Descarga Temporal Mesial E (c/strip) ]
Epilepsia,EEG ICTAL [ Escalpo + indefinido // c/strips = início à E ]
Epilepsia,EEG ICTAL [ Escalpo: Crise temporal post direita/ c/strip: Crise temp ocipital E ]
Epilepsia,EEG ICTAL [ Inconclusivo ]
Epilepsia,EEG ICTAL [ Indefinido (Scalpo) - Polo Temporal Mesial E (Strip) ]
Epilepsia,EEG ICTAL [ Indefinido ]
Epilepsia,EEG ICTAL [ Indefinido Bi-Temporal /  c/ Strip à D c/ Propagaçãp p/ E ]
Epilepsia,EEG ICTAL [ Indefinido bitemporal   (...... À E  - hipertoma MSD) ]
Epilepsia,EEG ICTAL [ inicio  FTD ]
Epilepsia,"EEG ICTAL [ Início à D, Hemisférico ]"
Epilepsia,EEG ICTAL [ Início à Esquerda ]
Epilepsia,EEG ICTAL [ inicio de crises TME com strips: idem ]
Epilepsia,EEG ICTAL [ Início em Hemisfério E ]
Epilepsia,EEG ICTAL [ inicio FTD ]
Epilepsia,EEG ICTAL [ inicio TD ]
Epilepsia,EEG ICTAL [ início TD ]
Epilepsia,EEG ICTAL [ inicio TE (F7 e  SpI ) ]
Epilepsia,EEG ICTAL [ inicio TE ]
Epilepsia,EEG ICTAL [ início TE ]
Epilepsia,EEG ICTAL [ Início Temporal E ]
Epilepsia,EEG ICTAL [ Início temporo-límbico Esq. ]
Epilepsia,EEG ICTAL [ inicio TMD ]
Epilepsia,EEG ICTAL [ início TMD ]
Epilepsia,EEG ICTAL [ inicio TME ]
Epilepsia,EEG ICTAL [ inicioTME ]
Epilepsia,EEG ICTAL [ Não ]
Epilepsia,EEG ICTAL [ Não obtido ]
Epilepsia,EEG ICTAL [ Não Realizado ]
Epilepsia,EEG ICTAL [ Não registrou ]
Epilepsia,EEG ICTAL [ s/ crises ]
Epilepsia,EEG ICTAL [ s/ lat D=E ; com strips 6 crises a D ]
Epilepsia,EEG ICTAL [ sem crise ]
Epilepsia,EEG ICTAL [ sem crise registrada ]
Epilepsia,EEG ICTAL [ sem lat;c/ strips inicio TMD ]
Epilepsia,EEG ICTAL [ Temp Ant Direito ]
Epilepsia,EEG ICTAL [ Temp. Ant. Esqu. ]
Epilepsia,EEG ICTAL [ Temporal anterior D ]
Epilepsia,EEG ICTAL [ Temporal anterior E ]
Epilepsia,EEG ICTAL [ Temporal anterior mesial  (SP1 e T5) ]
Epilepsia,EEG ICTAL [ Temporal Anterior Mesial E ]
Epilepsia,EEG ICTAL [ Temporal antero-basal D ]
Epilepsia,EEG ICTAL [ Temporal antero-mesial D ]
Epilepsia,EEG ICTAL [ Temporal arterio-mesial E ]
Epilepsia,"EEG ICTAL [ Temporal baso, anterior E ]"
Epilepsia,EEG ICTAL [ Temporal D ]
Epilepsia,EEG ICTAL [ Temporal direito ]
Epilepsia,EEG ICTAL [ Temporal E ]
Epilepsia,EEG ICTAL [ Temporal E e Indefinido ]
Epilepsia,"EEG ICTAL [ Temporal Esq (PG 1 , T3) ]"
Epilepsia,EEG ICTAL [ Temporal esq. ]
Epilepsia,EEG ICTAL [ Temporal Esqu. ]
Epilepsia,EEG ICTAL [ Temporal indefinido ]
Epilepsia,EEG ICTAL [ Temporal Mesial D  (c/ strips) ]
Epilepsia,EEG ICTAL [ Temporal Mesial D (c/strip) ]
Epilepsia,EEG ICTAL [ Temporal Mesial D ]
Epilepsia,EEG ICTAL [ Temporal Mesial E ]
Epilepsia,ENGEL  (-)
Epilepsia,ENGEL  (10)
Epilepsia,ENGEL  (11)
Epilepsia,ENGEL  (7)
Epilepsia,ENGEL  (8)
Epilepsia,ENGEL  (9)
Epilepsia,ENGEL 2017 [IA]
Epilepsia,ENGEL 2017 [IB]
Epilepsia,ENGEL 2017 [IC]
Epilepsia,ENGEL 2017 [ID]
Epilepsia,ENGEL 2017 [IIA]
Epilepsia,ENGEL 2017 [IID]
Epilepsia,ENGEL 2017 [IIIA]
Epilepsia,ENGEL 2017 [IVA]
Epilepsia,ENGEL 2017 [IVB]
Epilepsia,ENGEL 2023 [IA]
Epilepsia,ENGEL 2023 [IC]
Epilepsia,ENGEL 2023 [ID]
Epilepsia,ENGEL 2023 [IID]
Epilepsia,ENGEL 2023 [III]
Epilepsia,ENGEL 2023 [IV]
Epilepsia,ENGEL2020 [IA]
Epilepsia,ENGEL2020 [IC]
Epilepsia,ENGEL2020 [ID]
Epilepsia,ENGEL2020 [IID]
Epilepsia,ENGEL2020 [III]
Epilepsia,ENGEL2020 [IV]
Epilepsia,Escolaridade (-)
Epilepsia,Escolaridade ()
Epilepsia,Escolaridade (6 série)
Epilepsia,Escolaridade (I Grau)
Epilepsia,Escolaridade (II Grau (inc))
Epilepsia,Escolaridade (II Grau)
Epilepsia,Escolaridade (III Grau)
Epilepsia,Event [0]
Epilepsia,Event [1]
Epilepsia,Frequência (-)
Epilepsia,Frequência ()
Epilepsia,Frequência (1 - 2 x / dia (?))
Epilepsia,Frequência (1 / dia)
Epilepsia,Frequência (1 / mês)
Epilepsia,Frequência (1 / semana)
Epilepsia,Frequência (1 x / dia)
Epilepsia,Frequência (1-2 / mês (?))
Epilepsia,Frequência (1-2 / mês)
Epilepsia,Frequência (1-2 x / dia (?))
Epilepsia,Frequência (1-2 x / semana (?))
Epilepsia,Frequência (1-2x/sem (?))
Epilepsia,Frequência (1-3 / dia)
Epilepsia,Frequência (1-3x /  mês (?))
Epilepsia,Frequência (1-3x / dia (?))
Epilepsia,Frequência (1-3x mês)
Epilepsia,Frequência (1-3x/mês (?))
Epilepsia,Frequência (1-3x/sem (?))
Epilepsia,Frequência (10 / mes)
Epilepsia,Frequência (10 / mês)
Epilepsia,Frequência (10 x / mês)
Epilepsia,Frequência (10-12x/Mês (?))
Epilepsia,Frequência (10-15 p/mês)
Epilepsia,Frequência (10-15 x / mês (?))
Epilepsia,Frequência (10x / dia)
Epilepsia,Frequência (10x/mês)
Epilepsia,Frequência (12 / mês)
Epilepsia,Frequência (12-15x / mês)
Epilepsia,Frequência (12x / mês)
Epilepsia,Frequência (12x/mês)
Epilepsia,Frequência (14 / mês)
Epilepsia,Frequência (15 / mês)
Epilepsia,Frequência (15 x / mês)
Epilepsia,Frequência (16 / mês)
Epilepsia,Frequência (1x / 3 semanas)
Epilepsia,Frequência (1x / mês)
Epilepsia,Frequência (1x / sem)
Epilepsia,Frequência (1x/dia)
Epilepsia,Frequência (1x/mês)
Epilepsia,Frequência (1x/sem)
Epilepsia,Frequência (1xsem)
Epilepsia,Frequência (2 / mês)
Epilepsia,Frequência (2 / semana)
Epilepsia,Frequência (2 x /mês)
Epilepsia,Frequência (2-3 x / sem (?))
Epilepsia,Frequência (2-3/mês)
Epilepsia,Frequência (2-3x / dia (?))
Epilepsia,Frequência (2-3x / sem (?))
Epilepsia,Frequência (2-3x / sem)
Epilepsia,Frequência (2-3x mês (?))
Epilepsia,Frequência (2-3x/dia (?))
Epilepsia,Frequência (2-3x/mês (?))
Epilepsia,Frequência (2-3x/sem (?))
Epilepsia,Frequência (20 / mês)
Epilepsia,Frequência (24x/mês)
Epilepsia,Frequência (2x / dia)
Epilepsia,Frequência (2x / sem)
Epilepsia,Frequência (2x mês)
Epilepsia,Frequência (2x/mês)
Epilepsia,Frequência (2xsem)
Epilepsia,Frequência (3 - 4 / sem (?))
Epilepsia,Frequência (3 / mês)
Epilepsia,Frequência (3 / semana)
Epilepsia,Frequência (3 x / dia)
Epilepsia,Frequência (3 x / sem.)
Epilepsia,Frequência (3 x / sem)
Epilepsia,Frequência (3-20x / dia (?))
Epilepsia,Frequência (3-4 / dia (?))
Epilepsia,Frequência (3-4 x / mês (?))
Epilepsia,Frequência (3-4 x/mês em salvas (?))
Epilepsia,Frequência (3-4 x/sem (?))
Epilepsia,Frequência (3-4x / sem)
Epilepsia,Frequência (3-4x/mês (?))
Epilepsia,Frequência (3-4x/mês)
Epilepsia,Frequência (3-5 / mês(?))
Epilepsia,Frequência (3-5/mês)
Epilepsia,Frequência (3-5x / sem (?))
Epilepsia,Frequência (3-5x/dia (?))
Epilepsia,Frequência (30 / mês)
Epilepsia,Frequência (30-40 / dia)
Epilepsia,Frequência (3x / dia)
Epilepsia,Frequência (3x / sem)
Epilepsia,Frequência (3x/dia)
Epilepsia,Frequência (3x/mês)
Epilepsia,Frequência (4 / ano)
Epilepsia,Frequência (4 / dia)
Epilepsia,Frequência (4 / mês)
Epilepsia,Frequência (4 / semana)
Epilepsia,Frequência (4 x / dia)
Epilepsia,Frequência (4 x / mês)
Epilepsia,Frequência (4-5x / sem (?))
Epilepsia,Frequência (4-6x/mês (?))
Epilepsia,Frequência (4-6x/mês)
Epilepsia,Frequência (4-6x/sem (?))
Epilepsia,Frequência (4-8/mês (?))
Epilepsia,Frequência (40x/mês)
Epilepsia,Frequência (4x / sem)
Epilepsia,Frequência (4x/dia)
Epilepsia,Frequência (4x/mês)
Epilepsia,Frequência (5 / mês)
Epilepsia,Frequência (5 x / dia)
Epilepsia,Frequência (5 x /dia)
Epilepsia,Frequência (5-6 x / dia (?))
Epilepsia,Frequência (5-6x / 15 dias)
Epilepsia,Frequência (5-6x / mês (?))
Epilepsia,Frequência (5-6x/dia (?))
Epilepsia,Frequência (5-6X/mês (?))
Epilepsia,Frequência (5x / dia)
Epilepsia,Frequência (5x /sem)
Epilepsia,Frequência (6 / mês)
Epilepsia,Frequência (60 / mês)
Epilepsia,Frequência (8 / mês)
Epilepsia,Frequência (8 x / mês)
Epilepsia,Frequência (8-10 x / mês (?))
Epilepsia,Frequência (8cc/mês)
Epilepsia,Frequência (9-12x/dia (?))
Epilepsia,Frequência (Diárias)
Epilepsia,Frequência Normalizada
Epilepsia,Frizio [?]
Epilepsia,FrizioDose [?]
Epilepsia,Gardenal [?]
Epilepsia,Gardenal [100mg]
Epilepsia,Gardenal [50?]
Epilepsia,GardenalDose [?]
Epilepsia,Haloperidol [3mg?]
Epilepsia,HaloperidolDose [3]
Epilepsia,IA [1]
Epilepsia,IA [2]
Epilepsia,IB [1]
Epilepsia,IB [10]
Epilepsia,IB [11]
Epilepsia,IB [2]
Epilepsia,IB [3]
Epilepsia,IB [4]
Epilepsia,IB [5]
Epilepsia,IB [6]
Epilepsia,IB [7]
Epilepsia,IB [8]
Epilepsia,IB [9]
Epilepsia,IC [1]
Epilepsia,IC [2]
Epilepsia,IC [3]
Epilepsia,IC [4]
Epilepsia,IC [5]
Epilepsia,ID [1]
Epilepsia,ID [2]
Epilepsia,ID [3]
Epilepsia,ID [5]
Epilepsia,ID [7]
Epilepsia,Idantal [?]
Epilepsia,Idantal [100mg]
Epilepsia,IdantalDose [?]
Epilepsia,IdantalDose [1]
Epilepsia,IdantalDose [1cp]
Epilepsia,IIA [1]
Epilepsia,IIA [3]
Epilepsia,IIA [6]
Epilepsia,IIB [1]
Epilepsia,IIC [1]
Epilepsia,IID [1]
Epilepsia,IID [2]
Epilepsia,IID [6]
Epilepsia,IIIA [1]
Epilepsia,IIIA [2]
Epilepsia,IIIA [3]
Epilepsia,IIIA [4]
Epilepsia,IIIA [7]
Epilepsia,IIIA [8]
Epilepsia,IV [1]
Epilepsia,IV [3]
Epilepsia,Lado da Crise Epiléptica (-)
Epilepsia,Lado da Crise Epiléptica (B)
Epilepsia,Lado da Crise Epiléptica (D)
Epilepsia,Lado da Crise Epiléptica (E)
Epilepsia,Lamital [?]
Epilepsia,LamitalDose [?]
Epilepsia,Last outcome class [IA]
Epilepsia,Last outcome class [IB]
Epilepsia,Last outcome class [IC]
Epilepsia,Last outcome class [ID]
Epilepsia,Last outcome class [IIA]
Epilepsia,Last outcome class [IID]
Epilepsia,Last outcome class [IIIA]
Epilepsia,Last outcome class [IVA]
Epilepsia,Last outcome class [IVB]
Epilepsia,Local da Crise Epiléptica (-)
Epilepsia,Local da Crise Epiléptica (Hipocampo + 2 giro temporal D)
Epilepsia,Local da Crise Epiléptica (Hipocampo + Giro para-hipocampal)
Epilepsia,Local da Crise Epiléptica (Hipocampo + Parietal e Frontal)
Epilepsia,Local da Crise Epiléptica (Hipocampo + Temporal Basal Post.)
Epilepsia,Local da Crise Epiléptica (Hipocampo 1)
Epilepsia,Local da Crise Epiléptica (Hipocampo anterior)
Epilepsia,Local da Crise Epiléptica (Hipocampo e amigdala)
Epilepsia,Local da Crise Epiléptica (Hipocampo post + ocipital)
Epilepsia,Local da Crise Epiléptica (Hipocampo)
Epilepsia,Local da Crise Epiléptica (Lobo temporal neocortical)
Epilepsia,Local da Crise Epiléptica (Parahipocampo)
Epilepsia,Local da Crise Epiléptica (Polo Temporal)
Epilepsia,Local da Crise Epiléptica (Temporal mesial)
Epilepsia,Mais leve [nao]
Epilepsia,Mais leve [sim]
Epilepsia,MEDICAÇAO [14 anos SEM DAES]
Epilepsia,MEDICAÇAO [3 anos SEM DAEs]
Epilepsia,MEDICAÇAO [8 anos SEM DAEs]
Epilepsia,MEDICAÇAO [MONOTERAPIA alta]
Epilepsia,Medicação [MONOTERAPIA alta]
Epilepsia,MEDICAÇAO [MONOTERAPIA sub]
Epilepsia,MEDICAÇAO [POLITERAPIA]
Epilepsia,Medicação [POLITERAPIA]
Epilepsia,O ameaço foi Igual aos anteriores? []
Epilepsia,O ameaço foi Igual aos anteriores? [nao]
Epilepsia,O ameaço foi Igual aos anteriores? [sim]
Epilepsia,O ameaço foi mais leve que aos anteriores? [nao]
Epilepsia,O ameaço foi mais leve que aos anteriores? [sim]
Epilepsia,"Ótimo, sem crises nem auras."
Epilepsia,"Pre: Crise de início temp medio-post E // Descargas no hipocampo ant. c/strip [1,5]"
Epilepsia,"Pre: Crise de início temp medio-post E // Descargas no hipocampo ant. c/strip [5,0 cm]"
Epilepsia,"Pre: Crise de início temp medio-post E // Descargas no hipocampo ant. c/strip [CBZ 1800 , FB 300]"
Epilepsia,Pre: Crise de início temp medio-post E // Descargas no hipocampo ant. c/strip [Encostada]
Epilepsia,Pre: Crise de início temp medio-post E // Descargas no hipocampo ant. c/strip [Pontas na região temporal ant E]
Epilepsia,Pre: Crise de início temp medio-post E // Descargas no hipocampo ant. c/strip [Pontas Temp D]
Epilepsia,Primidona [?]
Epilepsia,PrimidonaDose [?]
Epilepsia,Q1.2 [(1ªcir)não(2ªcir)]
Epilepsia,Q1.2 [1x]
Epilepsia,Q1.2 [2x ]
Epilepsia,Q1.2 [2x]
Epilepsia,Q1.2 [CBZ 200/dia]
Epilepsia,Q1.2 [pós op]
Epilepsia,Q1.3 [iguais]
Epilepsia,Q1.3 [igual]
Epilepsia,Q1.3 [motora]
Epilepsia,"Q3 [chegou a iniciar redução, mas voltou a dosagem anterior]"
Epilepsia,Q3 [começou a redução 3 anos pós op e parou 5 anos pós op.]
Epilepsia,Q3 [começou a redução 6 meses pós op e e estabilizou a dosa há 4 anos]
Epilepsia,Q3 [começou a reduzir 3 anos pós op e parou]
Epilepsia,Q3 [começou a reduzir há ~1 ano]
Epilepsia,Q3 [começou a reduzir há ~10anos]
Epilepsia,Q3 [começou a reduzir há ~5 anos e parou ano passado]
Epilepsia,Q3 [começou a reduzir sozinho e parou há 4 anos]
Epilepsia,Q3 [começou a retirar 3 anos pós op.]
Epilepsia,Q3 [começou redução 2 anos pós op e esabilizou a dose]
Epilepsia,Q3 [começou redução 2 anos pós op e parou no ano seguinte]
Epilepsia,"Q3 [começou redução gradativa 1 ano pós op., consulta anualmente]"
Epilepsia,Q3 [esta em processo de redução]
Epilepsia,Q3 [está em redução desde 2007]
Epilepsia,Q3 [está em redução]
Epilepsia,Q3 [esta reduzindo a 1 ano]
Epilepsia,"Q3 [Ficou 2 anos em redução e parou, voltou agora após crise]"
Epilepsia,"Q3 [Ficou 8 anos sem medicação, quando teve a crise em 2008 tomou Carba por 2 meses e parou por conta,voltou a ter crises e a tomar medicação]"
Epilepsia,Q3 [foi reduzindo e parou 1 ano pós op]
Epilepsia,Q3 [M.U. por ansiedade]
Epilepsia,"Q3 [manteve medicação, começou redução há 4 anos]"
Epilepsia,Q3 [n]
Epilepsia,Q3 [não chegou a tomar medicação pós op]
Epilepsia,Q3 [não se recorda de quando começou a reduzir nem quando parou med]
Epilepsia,Q3 [nunca conseguiu reduzir]
Epilepsia,Q3 [nunca parou ou reduziu]
Epilepsia,"Q3 [nunca parou, começou redução 1 ano pós op]"
Epilepsia,Q3 [nunca parou]
Epilepsia,Q3 [nunca reduziu ou parou]
Epilepsia,Q3 [parou ~1 ano pós op.]
Epilepsia,Q3 [parou 1 ano pós op.]
Epilepsia,Q3 [Parou 2 anos pós op]
Epilepsia,Q3 [parou 2 anos pós-op]
Epilepsia,Q3 [parou 3 meses pós op]
Epilepsia,Q3 [parou 5 anos pós op.]
Epilepsia,Q3 [parou abruptamente não lembra quando]
Epilepsia,Q3 [parou alguns anos pós op. E voltou a tomar na gravidez]
Epilepsia,Q3 [parou entre o 1º e o 3º mês pós op]
Epilepsia,Q3 [parou há ~4 anos]
Epilepsia,Q3 [parou há 3 anos]
Epilepsia,Q3 [parou há 4 ou 5 anos]
Epilepsia,Q3 [parou por sim um ano pós op]
Epilepsia,Q3 [parou um ano pós op]
Epilepsia,Q3 [Redução por 1 ano pós op]
Epilepsia,Q3 [redução por 2 anos até parar]
Epilepsia,Q3 [redução por 2 anos peos op até parar]
Epilepsia,Q3 [Redução por 3 anos pós op]
Epilepsia,Q3 [reduziu a dose de 2 em 2 meses em 2 anos parou.]
Epilepsia,Q3 [reduziu ao longo dos anos e agora mantém]
Epilepsia,Q3 [reduziu de 3 p/ 1 cp não lembra quando]
Epilepsia,"Q3 [reduziu e parou 1,5 ano pós op.]"
Epilepsia,"Q3 [reduziu por 2 anos a med, agora voltou a tomar c/ medico em ROO/MT]"
Epilepsia,Q3 [retirou 1 ano pós op.]
Epilepsia,Q3 [retirou 2 anos e 1/2 pós op ]
Epilepsia,Q3 [retirou 2 anos pós op gradativamente]
Epilepsia,Q3 [retirou 5 anos pós op gradativamente]
Epilepsia,"Q3 [retirou Primidona em 2006, Gardenal em 2008, mas voltou por ""abstinência""]"
Epilepsia,Q3 [sempre manteve trileptal]
Epilepsia,Q3 [tenta redução há alguns anos]
Epilepsia,Q3 [Tomava Tegretol200/400 2cp e começou redução parou em meio ano]
Epilepsia,Q3 [tomou outros remédios por 3 anos pós op e reduzindo ficou só com Gardenal]
Epilepsia,Q3 [tomou por 1 ano e depois parou]
Epilepsia,Q3 [Tomou por 2 anos e reduziu até parar]
Epilepsia,Q3 [ver M.U.]
Epilepsia,Q3 [voltou a tomar não lembra quando parou]
Epilepsia,Q3 MEDICAÇAO [MONOTERAPIA alta]
Epilepsia,Q3 MEDICAÇAO [MONOTERAPIA sub]
Epilepsia,Q3 MEDICAÇAO [POLITERAPIA]
Epilepsia,Q3 MEDICAÇAO [SEM MEDICAÇÃO]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carba 100mg]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carba 200 e Primidona]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carba 200;Urbanil 20;Depakene 8/dia]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carba 200mg 6 cp]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carba e Frizio]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carbamazepina 3 cp/dia]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carbamazepina]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carbo 10mg 2cp 1xd;Risperidona 3mg 3xd]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carbo e Urbanil]
Epilepsia,Q3 MEDICAÇÕES EM USO [Carbo(em redução);Gardenal 50;]
Epilepsia,Q3 MEDICAÇÕES EM USO [Gardenal 100mg]
Epilepsia,Q3 MEDICAÇÕES EM USO [Gardenal e Idantal]
Epilepsia,"Q3 MEDICAÇÕES EM USO [Gardenal, Idantal, Frizion]"
Epilepsia,Q3 MEDICAÇÕES EM USO [Gardenal]
Epilepsia,Q3 MEDICAÇÕES EM USO [Idantal 100mg e Urbanil 10mg]
Epilepsia,Q3 MEDICAÇÕES EM USO [Idantal 1cp]
Epilepsia,Q3 MEDICAÇÕES EM USO [Lamital e Rivotril]
Epilepsia,Q3 MEDICAÇÕES EM USO [não]
Epilepsia,Q3 MEDICAÇÕES EM USO [Rivotril 1mg;Topamax 25mg;Depaquene 500;Tegretol 400]
Epilepsia,Q3 MEDICAÇÕES EM USO [Tegretol 200 2xd;Urbanil 10 a noite;Depacote 500 3xd]
Epilepsia,Q3 MEDICAÇÕES EM USO [Tegretol 200mg 6cp/dia Haloperidol 1mg 3cp/dia]
Epilepsia,Q3 MEDICAÇÕES EM USO [tegretol 3x ao dia]
Epilepsia,Q3 MEDICAÇÕES EM USO [Tegretol 400 ]
