Doenca,Classe
Atuam,"Efeitos adversos de substâncias que atuam primariamente sobre o metabolismo da água, dos sais minerais e do ácido úrico"
Exposição,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada"
Exposição,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada"
Exposição,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada"
Intencional,"Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas"
Acidental,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte
Outras Localizações,"Neoplasia maligna de outras localizações e de localizações mal definida, do lábio, cavidade oral e faringe"
Intencional,"Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte"
Acidental,Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
Intencionalmente,"Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre"
Amputação,"Lesão por esmagamento e amputação traumática de parte do abdome, do dorso e da pelve"
Incerto,Neoplasia de comportamento incerto ou desconhecido do ouvido médio e dos órgãos respiratórios e intratorácicos
Mãe,"Assistência prestada à mãe por motivo de apresentação anormal, conhecida ou suspeitada, do feto"
Exposição,"Envenenamento [intoxicação] por e exposição a analgésicos, antipiréticos e anti-reumáticos não-opiáceos, intenção não determinada"
Comportamentais,Fatores psicológicos ou comportamentais associados a doença ou a transtornos classificados em outra parte
Malignas,"Outras neoplasias malignas e as não especificadas dos tecidos linfático, hematopoético e tecidos correlatos"
Comportamentais,Outros transtornos comportamentais e emocionais com início habitualmente durante a infância ou a adolescência
Comportamentais,"Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína"
Mãe,"Assistência prestada à mãe por anormalidade e lesão fetais, conhecidas ou suspeitadas"
Acidental,"Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos"
Por,Assistência materna por outras complicações ligadas predominantemente à gravidez
Complicação,"Reação anormal em paciente ou complicação tardia, causadas por intervenção cirúrgica e por outros atos cirúrgicos, sem menção de acidente durante a intervenção"
Exposição,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada"
Acidental,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas"
Afetados,Feto e recém-nascido afetados por influências nocivas transmitidas ao feto via placenta ou leite materno
Perfuração,"Corte, punção, perfuração ou hemorragia acidentais durante a prestação de cuidados médicos ou cirúrgicos"
Afetados,"Feto e recém-nascido afetados por afecções maternas, não obrigatoriamente relacionadas com a gravidez atual"
Comportamento,"Outras neoplasias de comportamento incerto ou desconhecido dos tecidos linfático, hematopoético e tecidos correlatos"
Mãe,"Assistência prestada à mãe por anormalidade, conhecida ou suspeita, dos órgãos pélvicos maternos"
Atuam Primariamente,"Efeitos adversos de substâncias de uso tópico que atuam primariamente sobre a pele e as membranas mucosas e drogas de uso oftalmológico, otorrinolaringológico e dentário"
Atuam Primariamente,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia"
Exposição,"Envenenamento [intoxicação] por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte, intenção não determinada"
Intencional,"Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte"
Acidental,"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte"
Outro Veículo Motor Duas ou Três Rodas,Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a motor de duas ou três rodas
Não Especificados,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
Outro Veículo Motor Duas ou Três Rodas,Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas
Outro Veículo Motor Duas ou Três Rodas,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas
Não Especificados,Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Acidente de Transporte,Ocupante de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente de transporte
Outras Substâncias Psicoativas,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas
Intenção Não Determinada,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada"
Veículo Motor Duas ou Três Rodas,Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas
Pâncreas,"Transtornos da vesícula biliar, das vias biliares e do pâncreas em doenças classificadas em outra parte"
Vítima,"Acidente de trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima"
Veículo a Pedal,Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a pedal
Sem Colisão,Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão
Veículo Motor Duas ou Três Rodas,Ciclista traumatizado em colisão com um veículo a motor de duas ou três rodas
Veículo Motor Duas ou Três Rodas,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
Veículo Motor Duas ou Três Rodas,Pedestre traumatizado em colisão com um veículo a motor de duas ou três rodas
Não Especificado,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
Não Classificados,"Efeitos adversos de estimulantes do sistema nervoso central, não classificados em outra parte"
Veículo a Pedal,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo a pedal
Sem Colisão,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão
Veículo a Pedal,Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal
Sem Colisão,Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão
Cavidade Abdominal,Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal
Depósito de Lípides,Distúrbios do metabolismo de esfingolípides e outros distúrbios de depósito de lípides
Sistema Nervoso Autônomo,Efeitos adversos de drogas que atuam primariamente sobre o sistema nervoso autônomo
Não Especificadas,Efeitos adversos de outras vacinas e substâncias biológicas e as não especificadas
Não Especificadas,Infecções agudas das vias aéreas superiores de localizações múltiplas e não especificadas
Outro Veículo Não-motorizado,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado
Colisão,Ocupante de um ônibus traumatizado em colisão com um veículo a pedal
Acidente de Transporte,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão
Outro Veículo Não-motorizado,Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado
Veículo a Pedal,Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal
Sem Colisão,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão
Artrópodes,Outras febres por vírus transmitidas por artrópodes não classificadas em outra parte
Autossomos,"Outras trissomias e trissomias parciais dos autossomos, não classificadas em outra parte"
Ureter,Outros transtornos do rim e do ureter não classificado em outra parte
Mecanismo Imunitário,Outros transtornos que comprometem o mecanismo imunitário não classificados em outra parte
Outros Movimentos Superfície Terrestre,"Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre"
Tórax,Achados anormais de material proveniente dos órgãos respiratórios e do tórax
Arma de Fogo de Mão,Agressão por meio de disparo de arma de fogo de mão
Outra Parte,Calculose do trato urinário inferior em doenças classificadas em outra parte
Sem Diagnóstico Relatado,Exame geral e investigação de pessoas sem queixas ou diagnóstico relatado
Outra Parte,"História pessoal de fatores de risco, não classificados em outra parte"
Não Atribuíveis,Modificações duradouras da personalidade não atribuíveis a lesão ou doença cerebral
Outro Veículo Não-motorizado,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado
Outra Parte,Outros transtornos do aparelho circulatório em doenças classificadas em outra parte
Outra Parte,Outros transtornos do sistema nervoso em doenças classificadas em outra parte
Braço,Outros traumatismos e os não especificados do ombro e do braço
Mão,Outros traumatismos e os não especificados do punho e da mão
